순,이름,연도,WAR,-,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도루실패,볼넷,사구,고의사구,삼진,병살,희생타,희생플라이,타율,출루,장타,OPS,wOBA,wRC+,WAR2,--
798,김성민,1SSS, 0.20 , 9 , 16 , 14 , 4 , 4 , 0 , 0 , 2 , 10 , 4 , 0 , 0 , 1 , 1 , 0 , 3 , 0 , 0 , 0 , .286 , .375 , .714 , 1.089 , .457 , 165.1 , 0.20 ,
799,김경하,3LLF, 0.19 , 157 , 281 , 248 , 26 , 53 , 8 , 3 , 3 , 76 , 21 , 4 , 1 , 19 , 5 , 2 , 43 , 2 , 9 , 0 , .214 , .283 , .306 , .590 , .271 , 67.1 , 0.19 ,
800,황준영,2롯, 0.19 , 19 , 21 , 17 , 7 , 4 , 1 , 0 , 1 , 8 , 1 , 0 , 0 , 4 , 0 , 0 , 3 , 1 , 0 , 0 , .235 , .381 , .471 , .852 , .387 , 147.0 , 0.19 ,
801,남기헌,2삼, 0.19 , 79 , 136 , 114 , 16 , 25 , 6 , 1 , 0 , 33 , 10 , 1 , 0 , 11 , 8 , 0 , 23 , 2 , 2 , 1 , .219 , .328 , .289 , .618 , .294 , 68.1 , 0.19 ,
802,이영빈,2+L1B, 0.19 , 132 , 252 , 224 , 37 , 50 , 12 , 0 , 3 , 71 , 21 , 6 , 3 , 22 , 3 , 0 , 76 , 4 , 2 , 1 , .223 , .300 , .317 , .617 , .293 , 75.0 , 0.19 ,
803,한익희,1쌍, 0.18 , 1 , 4 , 4 , 1 , 4 , 0 , 0 , 0 , 4 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.000 , 1.000 , 1.000 , 2.000 , .933 , 521.5 , 0.18 ,
804,임성우,3빙, 0.18 , 54 , 66 , 60 , 4 , 15 , 3 , 0 , 0 , 18 , 2 , 1 , 0 , 5 , 1 , 0 , 14 , 0 , 0 , 0 , .250 , .318 , .300 , .618 , .299 , 81.1 , 0.18 ,
805,임정면,7빙3B, 0.18 , 160 , 334 , 291 , 33 , 66 , 8 , 1 , 2 , 82 , 15 , 6 , 5 , 25 , 9 , 0 , 38 , 3 , 9 , 0 , .227 , .308 , .282 , .590 , .280 , 69.9 , 0.18 ,
806,박상국,5태SS, 0.18 , 229 , 478 , 419 , 42 , 90 , 17 , 3 , 5 , 128 , 42 , 6 , 3 , 46 , 2 , 1 , 84 , 10 , 7 , 4 , .215 , .293 , .305 , .599 , .282 , 67.4 , 0.18 ,
807,김도형,1O, 0.17 , 11 , 13 , 7 , 0 , 2 , 0 , 0 , 0 , 2 , 1 , 0 , 0 , 1 , 4 , 0 , 0 , 0 , 1 , 0 , .286 , .583 , .286 , .869 , .426 , 172.9 , 0.17 ,
808,이창훈,1한, 0.17 , 25 , 41 , 35 , 6 , 9 , 2 , 0 , 1 , 14 , 4 , 0 , 1 , 5 , 0 , 0 , 11 , 0 , 1 , 0 , .257 , .350 , .400 , .750 , .341 , 100.7 , 0.17 ,
809,허일상,4롯C, 0.16 , 129 , 214 , 193 , 16 , 43 , 10 , 1 , 2 , 61 , 13 , 0 , 1 , 12 , 2 , 0 , 31 , 2 , 5 , 2 , .223 , .273 , .316 , .589 , .264 , 48.9 , 0.16 ,
810,폭스,1한DH, 0.16 , 38 , 121 , 108 , 16 , 30 , 4 , 0 , 7 , 55 , 25 , 0 , 0 , 8 , 3 , 1 , 27 , 9 , 0 , 2 , .278 , .339 , .509 , .848 , .364 , 105.8 , 0.16 ,
811,이두환,2두DH, 0.15 , 14 , 31 , 26 , 2 , 8 , 1 , 0 , 1 , 12 , 6 , 1 , 0 , 2 , 1 , 0 , 8 , 0 , 0 , 2 , .308 , .355 , .462 , .816 , .361 , 119.0 , 0.15 ,
812,정재훈,1L, 0.15 , 7 , 19 , 18 , 1 , 6 , 2 , 0 , 0 , 8 , 2 , 1 , 1 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , .333 , .368 , .444 , .813 , .378 , 134.4 , 0.15 ,
813,최치용,1OC, 0.15 , 6 , 9 , 8 , 1 , 3 , 1 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , .375 , .444 , .500 , .944 , .448 , 181.3 , 0.15 ,
814,김재혁,1+삼LF, 0.15 , 15 , 39 , 33 , 5 , 8 , 1 , 0 , 0 , 9 , 3 , 4 , 0 , 4 , 1 , 0 , 9 , 0 , 0 , 1 , .242 , .333 , .273 , .606 , .296 , 79.3 , 0.15 ,
815,윤태수,2두, 0.15 , 9 , 9 , 9 , 1 , 3 , 1 , 0 , 1 , 7 , 1 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .333 , .333 , .778 , 1.111 , .469 , 197.0 , 0.15 ,
816,김동길,2두SS, 0.15 , 14 , 7 , 6 , 2 , 2 , 1 , 1 , 0 , 5 , 1 , 0 , 0 , 1 , 0 , 0 , 3 , 0 , 0 , 0 , .333 , .429 , .833 , 1.262 , .524 , 228.1 , 0.15 ,
817,김은성,2키2B, 0.15 , 22 , 24 , 22 , 1 , 7 , 3 , 0 , 0 , 10 , 2 , 0 , 0 , 1 , 1 , 0 , 7 , 1 , 0 , 0 , .318 , .375 , .455 , .830 , .386 , 125.9 , 0.15 ,
818,우동균,8삼CF, 0.15 , 355 , 727 , 614 , 87 , 135 , 28 , 3 , 9 , 196 , 83 , 11 , 8 , 94 , 2 , 2 , 143 , 6 , 12 , 5 , .220 , .323 , .319 , .642 , .301 , 68.4 , 0.15 ,
819,박해종,2OC, 0.14 , 43 , 95 , 84 , 2 , 18 , 3 , 0 , 0 , 21 , 11 , 0 , 0 , 8 , 1 , 0 , 10 , 3 , 0 , 2 , .214 , .284 , .250 , .534 , .260 , 56.2 , 0.14 ,
820,김주성,3+L3B, 0.14 , 16 , 15 , 12 , 3 , 3 , 0 , 0 , 1 , 6 , 1 , 0 , 0 , 2 , 1 , 0 , 5 , 0 , 0 , 0 , .250 , .400 , .500 , .900 , .414 , 153.0 , 0.14 ,
821,이재용,2+NC, 0.13 , 10 , 8 , 7 , 2 , 2 , 0 , 0 , 1 , 5 , 2 , 0 , 0 , 1 , 0 , 0 , 3 , 1 , 0 , 0 , .286 , .375 , .714 , 1.089 , .469 , 194.7 , 0.13 ,
822,안대환,7O, 0.13 , 387 , 546 , 484 , 83 , 104 , 21 , 6 , 8 , 161 , 49 , 26 , 20 , 38 , 3 , 0 , 76 , 5 , 16 , 5 , .215 , .274 , .333 , .606 , .276 , 63.4 , 0.13 ,
823,황정립,2K1B, 0.13 , 39 , 114 , 92 , 12 , 18 , 2 , 0 , 2 , 26 , 13 , 0 , 0 , 20 , 2 , 0 , 28 , 2 , 0 , 0 , .196 , .351 , .283 , .634 , .319 , 89.8 , 0.13 ,
824,최재룡,1O, 0.13 , 28 , 38 , 38 , 5 , 11 , 3 , 0 , 1 , 17 , 6 , 0 , 2 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , .289 , .290 , .447 , .737 , .336 , 104.7 , 0.13 ,
825,권동진,2+KSS, 0.13 , 132 , 125 , 104 , 30 , 22 , 6 , 1 , 1 , 33 , 10 , 7 , 3 , 19 , 0 , 0 , 46 , 0 , 2 , 0 , .212 , .333 , .317 , .651 , .311 , 82.5 , 0.13 ,
826,배영빈,1+롯SS, 0.13 , 14 , 8 , 8 , 1 , 3 , 1 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .375 , .375 , .500 , .875 , .405 , 145.4 , 0.13 ,
827,이정상,2K, 0.12 , 14 , 27 , 21 , 3 , 6 , 1 , 0 , 0 , 7 , 3 , 1 , 0 , 4 , 0 , 0 , 4 , 2 , 2 , 0 , .286 , .400 , .333 , .733 , .327 , 93.4 , 0.12 ,
828,이영주,2롯, 0.12 , 21 , 31 , 25 , 4 , 5 , 1 , 0 , 1 , 9 , 3 , 0 , 0 , 5 , 0 , 0 , 5 , 0 , 0 , 1 , .200 , .323 , .360 , .683 , .311 , 92.5 , 0.12 ,
829,김다원,5KLF, 0.12 , 283 , 601 , 542 , 67 , 132 , 24 , 1 , 13 , 197 , 55 , 4 , 2 , 32 , 21 , 0 , 157 , 15 , 3 , 3 , .244 , .309 , .363 , .673 , .308 , 71.8 , 0.12 ,
830,장순재,1한, 0.12 , 5 , 13 , 13 , 1 , 4 , 0 , 0 , 1 , 7 , 2 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , .308 , .308 , .538 , .846 , .374 , 134.9 , 0.12 ,
831,박대온,1+NC, 0.11 , 2 , 6 , 5 , 2 , 2 , 1 , 0 , 0 , 3 , 1 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , .400 , .500 , .600 , 1.100 , .508 , 219.0 , 0.11 ,
832,황동채,8롯CF, 0.11 , 368 , 617 , 525 , 88 , 118 , 14 , 2 , 0 , 136 , 29 , 11 , 6 , 56 , 16 , 0 , 135 , 15 , 19 , 1 , .225 , .318 , .259 , .577 , .278 , 58.6 , 0.11 ,
833,김정태,2빙1B, 0.11 , 95 , 220 , 180 , 14 , 42 , 6 , 0 , 1 , 51 , 10 , 2 , 5 , 29 , 2 , 1 , 27 , 8 , 9 , 0 , .233 , .346 , .283 , .629 , .298 , 84.4 , 0.11 ,
834,서승화,1LP, 0.11 , 8 , 8 , 8 , 2 , 3 , 2 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , .375 , .375 , .625 , 1.000 , .439 , 172.9 , 0.11 ,
835,브래디,1롯DH, 0.11 , 70 , 169 , 155 , 18 , 40 , 6 , 4 , 3 , 63 , 6 , 4 , 1 , 6 , 2 , 1 , 30 , 3 , 6 , 0 , .258 , .295 , .406 , .701 , .299 , 84.2 , 0.11 ,
836,이상대,6쌍RF, 0.11 , 350 , 929 , 832 , 85 , 198 , 33 , 8 , 5 , 262 , 64 , 8 , 8 , 62 , 7 , 2 , 127 , 21 , 23 , 3 , .238 , .295 , .315 , .610 , .281 , 70.1 , 0.11 ,
837,김정훈,3SC, 0.11 , 8 , 6 , 5 , 2 , 3 , 0 , 0 , 0 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 1 , 0 , .600 , .600 , .600 , 1.200 , .478 , 182.1 , 0.11 ,
838,임성민,1K, 0.11 , 47 , 62 , 56 , 12 , 13 , 2 , 0 , 1 , 18 , 3 , 0 , 0 , 6 , 0 , 0 , 14 , 2 , 0 , 0 , .232 , .307 , .321 , .628 , .297 , 75.6 , 0.11 ,
839,송경섭,1삼3B, 0.11 , 53 , 172 , 152 , 9 , 30 , 9 , 1 , 2 , 47 , 20 , 2 , 1 , 12 , 5 , 0 , 41 , 4 , 1 , 2 , .197 , .275 , .309 , .584 , .272 , 62.7 , 0.11 ,
840,강현철,2롯, 0.11 , 9 , 11 , 9 , 1 , 2 , 0 , 1 , 0 , 4 , 0 , 0 , 0 , 2 , 0 , 0 , 4 , 0 , 0 , 0 , .222 , .364 , .444 , .808 , .371 , 129.5 , 0.11 ,
841,권윤민,1KC, 0.10 , 11 , 20 , 19 , 0 , 5 , 0 , 1 , 0 , 7 , 0 , 0 , 0 , 0 , 1 , 0 , 4 , 2 , 0 , 0 , .263 , .300 , .368 , .668 , .312 , 87.1 , 0.10 ,
842,이규창,3삼, 0.10 , 13 , 14 , 12 , 1 , 2 , 1 , 0 , 1 , 6 , 2 , 1 , 0 , 1 , 1 , 0 , 6 , 0 , 0 , 0 , .167 , .286 , .500 , .786 , .347 , 111.0 , 0.10 ,
843,발데스,1KSS, 0.10 , 47 , 176 , 156 , 17 , 34 , 9 , 1 , 1 , 48 , 16 , 13 , 4 , 9 , 1 , 0 , 19 , 2 , 9 , 1 , .218 , .264 , .308 , .571 , .256 , 45.8 , 0.10 ,
844,권영근,2한, 0.10 , 12 , 7 , 7 , 4 , 3 , 1 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .429 , .429 , .571 , 1.000 , .457 , 180.2 , 0.10 ,
845,임재현,1SRF, 0.10 , 6 , 3 , 3 , 1 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .667 , .667 , .667 , 1.333 , .630 , 302.3 , 0.10 ,
846,신현철,5k3B, 0.10 , 125 , 149 , 133 , 18 , 31 , 7 , 0 , 1 , 41 , 8 , 1 , 0 , 12 , 2 , 0 , 40 , 4 , 2 , 0 , .233 , .306 , .308 , .614 , .290 , 64.9 , 0.10 ,
847,이종민,10O2B, 0.10 , 794 , 1533 , 1371 , 167 , 329 , 40 , 7 , 11 , 416 , 115 , 41 , 26 , 89 , 10 , 1 , 217 , 47 , 53 , 9 , .240 , .289 , .303 , .593 , .268 , 55.3 , 0.10 ,
848,박종호,1O, 0.10 , 4 , 5 , 4 , 0 , 2 , 0 , 0 , 0 , 2 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , .500 , .600 , .500 , 1.100 , .521 , 224.4 , 0.10 ,
849,허웅,3SC, 0.09 , 50 , 79 , 73 , 7 , 18 , 3 , 0 , 0 , 21 , 7 , 1 , 0 , 4 , 0 , 0 , 16 , 0 , 1 , 1 , .247 , .282 , .288 , .570 , .267 , 46.9 , 0.09 ,
850,이전진,4O, 0.09 , 30 , 50 , 46 , 2 , 11 , 2 , 0 , 0 , 13 , 3 , 1 , 0 , 3 , 1 , 0 , 16 , 1 , 0 , 0 , .239 , .300 , .283 , .583 , .281 , 70.9 , 0.09 ,
851,양원혁,3L2B, 0.09 , 11 , 8 , 7 , 6 , 3 , 0 , 0 , 0 , 3 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , .429 , .500 , .429 , .929 , .437 , 168.4 , 0.09 ,
852,조현근,5삼P, 0.09 , 5 , 2 , 2 , 1 , 1 , 0 , 1 , 0 , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , .500 , .500 , 1.500 , 2.000 , .836 , 419.6 , 0.09 ,
853,김동현,2삼2B, 0.09 , 16 , 32 , 28 , 7 , 8 , 1 , 1 , 0 , 11 , 2 , 0 , 1 , 0 , 2 , 0 , 4 , 1 , 2 , 0 , .286 , .333 , .393 , .726 , .320 , 82.4 , 0.09 ,
854,최동원,1롯P, 0.09 , 1 , 1 , 1 , 0 , 1 , 1 , 0 , 0 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.000 , 1.000 , 2.000 , 3.000 , 1.351 , 849.4 , 0.09 ,
855,위재영,1현P, 0.09 , 2 , 2 , 1 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 1.000 , 1.000 , 1.000 , 2.000 , .818 , 453.0 , 0.09 ,
856,이병휘,2두3B, 0.09 , 49 , 36 , 34 , 11 , 9 , 1 , 0 , 0 , 10 , 3 , 6 , 1 , 1 , 1 , 0 , 9 , 1 , 0 , 0 , .265 , .306 , .294 , .600 , .282 , 60.8 , 0.09 ,
857,강호규,1태, 0.09 , 1 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.000 , 1.000 , 2.000 , 3.000 , 1.351 , 804.9 , 0.09 ,
858,전현태,8한2B, 0.09 , 236 , 367 , 304 , 70 , 55 , 6 , 1 , 8 , 87 , 35 , 33 , 13 , 52 , 4 , 1 , 114 , 1 , 5 , 2 , .181 , .307 , .286 , .593 , .284 , 62.0 , 0.09 ,
859,권정웅,5삼C, 0.09 , 74 , 124 , 110 , 12 , 22 , 3 , 0 , 6 , 43 , 11 , 0 , 0 , 9 , 1 , 0 , 31 , 4 , 4 , 0 , .200 , .267 , .391 , .658 , .279 , 54.3 , 0.09 ,
860,김기환,3+NCF, 0.08 , 139 , 282 , 255 , 46 , 55 , 13 , 3 , 3 , 83 , 19 , 29 , 6 , 21 , 2 , 0 , 83 , 1 , 3 , 1 , .216 , .280 , .325 , .605 , .282 , 62.8 , 0.08 ,
861,이재성,5롯2B, 0.08 , 112 , 179 , 152 , 23 , 31 , 4 , 2 , 0 , 39 , 10 , 4 , 3 , 19 , 3 , 0 , 42 , 4 , 4 , 1 , .204 , .303 , .257 , .559 , .272 , 61.6 , 0.08 ,
862,이원재,5NLF, 0.08 , 277 , 654 , 595 , 61 , 157 , 28 , 2 , 17 , 240 , 79 , 3 , 4 , 42 , 2 , 1 , 118 , 12 , 8 , 7 , .264 , .311 , .403 , .715 , .319 , 82.4 , 0.08 ,
863,강필선,3현, 0.08 , 5 , 12 , 12 , 2 , 3 , 1 , 0 , 1 , 7 , 1 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , .250 , .250 , .583 , .833 , .340 , 98.7 , 0.08 ,
864,남상규,1해C, 0.08 , 5 , 8 , 7 , 1 , 1 , 0 , 0 , 1 , 4 , 1 , 0 , 0 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , .143 , .250 , .571 , .821 , .354 , 128.5 , 0.08 ,
865,노관현,1K, 0.08 , 9 , 6 , 6 , 0 , 3 , 0 , 0 , 0 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .500 , .500 , .500 , 1.000 , .464 , 175.0 , 0.08 ,
866,이인혁,2N, 0.08 , 8 , 10 , 9 , 2 , 2 , 0 , 0 , 1 , 5 , 1 , 0 , 0 , 1 , 0 , 0 , 4 , 0 , 0 , 0 , .222 , .300 , .556 , .856 , .372 , 111.9 , 0.08 ,
867,이종옥,4삼, 0.08 , 26 , 44 , 42 , 7 , 10 , 1 , 1 , 0 , 13 , 0 , 1 , 0 , 2 , 0 , 0 , 14 , 0 , 0 , 0 , .238 , .273 , .310 , .582 , .277 , 63.2 , 0.08 ,
868,유상빈,2+한LF, 0.08 , 20 , 57 , 52 , 4 , 15 , 5 , 0 , 0 , 20 , 4 , 0 , 1 , 1 , 1 , 0 , 12 , 0 , 2 , 1 , .288 , .309 , .385 , .694 , .307 , 86.8 , 0.08 ,
869,지재옥,3넥C, 0.08 , 54 , 95 , 73 , 6 , 9 , 1 , 0 , 2 , 16 , 4 , 1 , 0 , 15 , 3 , 0 , 22 , 2 , 4 , 0 , .123 , .297 , .219 , .516 , .257 , 43.4 , 0.08 ,
870,조호,3M2B, 0.08 , 73 , 79 , 66 , 11 , 15 , 2 , 0 , 0 , 17 , 5 , 4 , 2 , 7 , 5 , 0 , 16 , 1 , 1 , 0 , .227 , .346 , .258 , .604 , .300 , 84.0 , 0.08 ,
871,강현구,1+두LF, 0.08 , 3 , 5 , 3 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , .333 , .600 , .333 , .933 , .482 , 206.5 , 0.08 ,
872,박진영,1K2B, 0.07 , 10 , 27 , 26 , 3 , 8 , 0 , 0 , 0 , 8 , 0 , 0 , 0 , 1 , 0 , 0 , 2 , 2 , 0 , 0 , .308 , .333 , .308 , .641 , .310 , 82.8 , 0.07 ,
873,강영수,1O, 0.07 , 35 , 77 , 72 , 7 , 16 , 5 , 0 , 1 , 24 , 3 , 2 , 0 , 2 , 1 , 0 , 15 , 2 , 2 , 0 , .222 , .253 , .333 , .587 , .265 , 61.9 , 0.07 ,
874,박도현,2LC, 0.07 , 14 , 17 , 15 , 2 , 5 , 0 , 0 , 0 , 5 , 1 , 1 , 1 , 1 , 0 , 0 , 7 , 1 , 1 , 0 , .333 , .375 , .333 , .708 , .318 , 86.2 , 0.07 ,
875,신주일,3S, 0.07 , 53 , 78 , 69 , 12 , 19 , 1 , 0 , 0 , 20 , 7 , 4 , 2 , 6 , 0 , 0 , 10 , 1 , 3 , 0 , .275 , .333 , .290 , .623 , .287 , 63.9 , 0.07 ,
876,정준영,1+KCF, 0.07 , 34 , 55 , 48 , 6 , 14 , 2 , 0 , 0 , 16 , 6 , 0 , 0 , 3 , 0 , 0 , 11 , 1 , 4 , 0 , .292 , .333 , .333 , .667 , .296 , 73.4 , 0.07 ,
877,김혜겸,2두RF, 0.07 , 9 , 6 , 5 , 0 , 2 , 0 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 0 , .400 , .500 , .400 , .900 , .442 , 174.8 , 0.07 ,
878,최승민,4+LCF, 0.07 , 152 , 93 , 88 , 42 , 23 , 2 , 0 , 0 , 25 , 6 , 23 , 11 , 3 , 0 , 0 , 20 , 2 , 2 , 0 , .261 , .286 , .284 , .570 , .267 , 56.0 , 0.07 ,
879,최달호,3LC, 0.07 , 27 , 58 , 52 , 1 , 10 , 3 , 0 , 1 , 16 , 3 , 1 , 1 , 4 , 1 , 0 , 15 , 1 , 1 , 0 , .192 , .263 , .308 , .571 , .266 , 54.5 , 0.07 ,
880,조연제,1O, 0.07 , 10 , 12 , 9 , 0 , 2 , 0 , 0 , 0 , 2 , 1 , 0 , 0 , 3 , 0 , 0 , 3 , 0 , 0 , 0 , .222 , .417 , .222 , .639 , .335 , 111.8 , 0.07 ,
881,서정민,3태, 0.07 , 63 , 125 , 112 , 16 , 26 , 1 , 1 , 2 , 35 , 9 , 3 , 2 , 6 , 1 , 0 , 34 , 1 , 6 , 0 , .232 , .277 , .313 , .590 , .264 , 60.2 , 0.07 ,
882,손상대,4삼C, 0.07 , 31 , 36 , 31 , 1 , 6 , 1 , 0 , 0 , 7 , 3 , 1 , 0 , 3 , 1 , 0 , 11 , 1 , 1 , 0 , .194 , .286 , .226 , .512 , .248 , 48.2 , 0.07 ,
883,임진수,2태, 0.07 , 7 , 4 , 4 , 0 , 2 , 0 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .500 , .500 , .500 , 1.000 , .478 , 202.0 , 0.07 ,
884,윌리엄스,1+한LF, 0.07 , 65 , 259 , 245 , 27 , 58 , 13 , 0 , 8 , 95 , 40 , 1 , 1 , 7 , 4 , 0 , 57 , 5 , 0 , 3 , .237 , .266 , .388 , .654 , .299 , 78.8 , 0.07 ,
885,박유연,4+두C, 0.07 , 28 , 39 , 36 , 3 , 9 , 2 , 0 , 0 , 11 , 3 , 0 , 0 , 1 , 1 , 0 , 12 , 1 , 1 , 0 , .250 , .290 , .306 , .595 , .275 , 59.9 , 0.07 ,
886,김재율,6L1B, 0.06 , 149 , 320 , 289 , 31 , 73 , 14 , 0 , 7 , 108 , 40 , 0 , 1 , 21 , 4 , 0 , 61 , 12 , 4 , 2 , .253 , .310 , .374 , .684 , .307 , 81.1 , 0.06 ,
887,정존수,2삼, 0.06 , 5 , 7 , 5 , 1 , 2 , 1 , 0 , 0 , 3 , 3 , 0 , 0 , 1 , 0 , 0 , 3 , 0 , 1 , 0 , .400 , .500 , .600 , 1.100 , .437 , 169.9 , 0.06 ,
888,하용석,1삼C, 0.06 , 4 , 5 , 4 , 1 , 1 , 0 , 0 , 0 , 1 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , .250 , .400 , .250 , .650 , .338 , 107.1 , 0.06 ,
889,존갈,1롯RF, 0.06 , 43 , 124 , 107 , 10 , 26 , 6 , 0 , 0 , 32 , 10 , 0 , 2 , 15 , 0 , 2 , 12 , 7 , 1 , 1 , .243 , .333 , .299 , .632 , .297 , 83.5 , 0.06 ,
890,이송영,2한C, 0.06 , 2 , 2 , 2 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .500 , .500 , .500 , 1.000 , .472 , 183.3 , 0.06 ,
891,김민수,6+롯2B, 0.06 , 189 , 497 , 441 , 33 , 106 , 21 , 2 , 3 , 140 , 39 , 1 , 1 , 38 , 9 , 0 , 154 , 10 , 8 , 1 , .240 , .313 , .317 , .630 , .297 , 70.0 , 0.06 ,
892,송진우,3한P, 0.06 , 4 , 3 , 3 , 0 , 1 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , .333 , .333 , .333 , .667 , .315 , 88.1 , 0.06 ,
893,최순하,1롯C, 0.06 , 37 , 94 , 82 , 5 , 17 , 0 , 0 , 0 , 17 , 5 , 0 , 0 , 10 , 1 , 0 , 7 , 1 , 1 , 0 , .207 , .301 , .207 , .508 , .255 , 51.2 , 0.06 ,
894,이성곤,8+한1B, 0.06 , 203 , 555 , 483 , 45 , 117 , 28 , 2 , 6 , 167 , 47 , 4 , 4 , 61 , 3 , 0 , 145 , 8 , 4 , 4 , .242 , .329 , .346 , .674 , .317 , 82.5 , 0.06 ,
895,김상우,1L, 0.06 , 1 , 1 , 1 , 1 , 1 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.000 , 1.000 , 1.000 , 2.000 , .935 , 553.0 , 0.06 ,
896,이재호,1태C, 0.06 , 2 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.000 , 1.000 , 1.000 , 2.000 , .966 , 541.2 , 0.06 ,
897,김대한,3+두CF, 0.06 , 103 , 217 , 192 , 27 , 39 , 9 , 2 , 5 , 67 , 18 , 3 , 4 , 15 , 7 , 0 , 57 , 0 , 2 , 1 , .203 , .284 , .349 , .633 , .293 , 78.5 , 0.06 ,
898,정현택,3L1B, 0.06 , 55 , 95 , 86 , 11 , 22 , 1 , 1 , 2 , 31 , 8 , 1 , 0 , 8 , 1 , 0 , 19 , 3 , 0 , 0 , .256 , .326 , .360 , .687 , .317 , 80.8 , 0.06 ,
899,가득염,3롯P, 0.05 , 8 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.000 , 1.000 , 1.000 , 2.000 , .955 , 519.6 , 0.05 ,
900,윤홍식,2빙, 0.05 , 47 , 61 , 57 , 8 , 13 , 4 , 1 , 0 , 19 , 1 , 2 , 3 , 1 , 2 , 0 , 15 , 1 , 1 , 0 , .228 , .267 , .333 , .600 , .281 , 72.0 , 0.05 ,
901,서정,1한, 0.05 , 1 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.000 , 1.000 , 1.000 , 2.000 , .951 , 526.3 , 0.05 ,
902,마정길,6한P, 0.05 , 6 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.000 , 1.000 , 1.000 , 2.000 , .932 , 492.1 , 0.05 ,
903,윤근영,5한P, 0.05 , 7 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.000 , 1.000 , 1.000 , 2.000 , .957 , 501.4 , 0.05 ,
904,장태성,1K3B, 0.05 , 3 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.000 , 1.000 , 1.000 , 2.000 , .944 , 503.5 , 0.05 ,
905,박홍철,3삼, 0.05 , 8 , 6 , 6 , 0 , 2 , 0 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , .333 , .333 , .333 , .667 , .318 , 95.9 , 0.05 ,
